Company Name,Sanctions Program,Country,Risk Details
"OPERADORA DE ESPECTACULOS, ALIMENTOS Y BEBIDAS J AND R S.A. DE C.V.",SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 26 Mar 2020; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2020019416 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
"ALIMENTOS Y DIVERSION INSURGENTES, S. DE R.L. DE C.V.",SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 25 Apr 2013; Organization Type: Other amusement and recreation activities; Folio Mercantil No. 772 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
SUNSET SERVICIOS GASTRONOMICOS S. DE R.L. DE C.V.,SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 20 Jan 2017; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2017005115 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
JJ GONVER S. DE R.L. DE C.V.,SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 01 Nov 2018; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2018089050 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
"OPERADORA DE ALIMENTOS CON ORIGENES DE MEXICO, S. DE R.L. DE C.V.",SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 07 Jun 2022; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2022040331 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
"VEINTIUNO MEXICALI, S. DE R.L. DE C.V.",SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 06 May 2021; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2021030181 (Mexico); Linked To: GONZALEZ LOMELI, Jesus."
"COCO BEACH BAR, S. DE R.L. DE C.V.",SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Website http://www.cocobeachrosarito.com/; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 13 Jul 2016; Organization Type: Restaurants and mobile food service activities; Folio Mercantil No. N-2016010376 (Mexico); a.k.a. 'COCO BEACH CLUB'; Linked To: GONZALEZ LOMELI, Jesus."
CAVALLY ANTRO AND BAR,SDGT] [ILLICIT-DRUGS-EO14059,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 01 Jun 2016; Organization Type: Restaurants and mobile food service activities; Linked To: GONZALEZ LOMELI, Jesus."
TRANSPORTE URBANO Y SUBURBANO DEL V MUNICIPIO S.A. DE C.V.,SDGT] [ILLICIT-DRUGS-EO14059,Mexico,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 17 Sep 2007; Organization Type: Other transportation support activities; Folio Mercantil No. 471 (Mexico); Linked To: ARCEGA AGUIRRE, Candelario."
GRINEX,CYBER4,Kyrgyzstan,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201; Organization Established Date 23 Dec 2024; Organization Type: Financial and Insurance Activities; Digital Currency Address - TRX TEcuHDQthTmULe8fFLUccBPpjfXaTmJuuD; alt. Digital Currency Address - TRX TL1k1U6SHohxBqb68kCodxHc9y2LXoDSep; alt. Digital Currency Address - TRX TNZxGWCwvsHr6JxQxzoeDXV597Yf7Zb7nV; alt. Digital Currency Address - TRX TC8axQvzJEVR3NKN6mZnJtGy7537GEmh38; alt. Digital Currency Address - TRX TAYhjpL8pPs8T84FSM329nffQpc6jD8GBM; alt. Digital Currency Address - TRX TMuCgBejD5RsNANZdjGtaM3YyKGNgDoy7N; alt. Digital Currency Address - TRX TGckaiamj5NzaYx6Qp6Zu7kahuHArzUo99; Tax ID No. 02312202410120 (Kyrgyzstan); Registration Number 311748 3301 OOO (Kyrgyzstan); Linked To: GARANTEX EUROPE OU."
OLD VECTOR LLC,CYBER4,Kyrgyzstan,"Digital Currency Address - ETH 0x12de548F79a50D2bd05481C8515C1eF5183666a9; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201; Organization Established Date 13 Dec 2024; Organization Type: Non-specialized wholesale trade; Digital Currency Address - TRX TCFD8N3vM5b4Gr5f1kkajQsodRVNyyAq1d; Tax ID No. 01312202410041 (Kyrgyzstan); Registration Number 311479 3301 OOO (Kyrgyzstan); Linked To: A7 LIMITED LIABILITY COMPANY."
COOPERATIVE DES ARTISANAUX MINIERS DU CONGO,DRCONGO,DRCONGO,"Website https://cdmcentite.com; Organization Established Date 21 Jun 2017; alt. Organization Established Date 2009; National ID No. 6-118-N60346P (Congo, Democratic Republic of the); a.k.a. 'CDMC'; a.k.a. 'CDMC SARL'; a.k.a. 'CDMC ENTITE SARL'."
EAST RISE CORPORATION LIMITED,DRCONGO,Hong Kong,Website https://eastrise.hk; Organization Established Date 08 Apr 2011; Company Number 1585306 (Hong Kong); Business Registration Number 58200808 (Hong Kong).
STAR DRAGON CORPORATION LIMITED,DRCONGO,Hong Kong,Website https://stardragon.hk; Organization Established Date 16 May 2008; Company Number 1237860 (Hong Kong); Business Registration Number 39369904 (Hong Kong).
COALITION OF CONGOLESE PATRIOTIC RESISTANCE-FORCE DE FRAPPE,DRCONGO,DRCONGO,Organization Established Date 23 Nov 2022; alt. Organization Established Date 2006; Target Type Armed Group; a.k.a. 'PARECO-FF'; a.k.a. 'PARECO'.
RUNC EXCHANGE SYSTEM COMPANY,IRAN-EO13902,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 27 Sep 2017; National ID No. 14007095989 (Iran); Business Number 411575483896 (Iran); Registration Number 516115 (Iran).
"SHENYANG GEUMPUNGRI NETWORK TECHNOLOGY CO., LTD",DPRK2,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Organization Type: Other information technology and computer service activities; a.k.a. 'GUEMPUNGRI'; Linked To: CHINYONG INFORMATION TECHNOLOGY COOPERATION COMPANY."
KOREA SINJIN TRADING CORPORATION,DPRK2,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; Organization Type: Wholesale and retail trade."
BABYLON NAVIGATION DMCC,IRAN-EO13902,United Arab Emirates,Organization Established Date 01 Jul 2020; Organization Type: Sea and coastal freight water transport; Identification Number IMO 6204848; Registration Number DMCC-779439 (United Arab Emirates); Economic Register Number (CBLS) 11554574 (United Arab Emirates).
TRYFO NAVIGATION INC.,IRAN-EO13902,Marshall Islands,Organization Established Date 12 Jan 2021; Identification Number IMO 6206331; Business Registration Number 107481 (Marshall Islands); Linked To: BABYLON NAVIGATION DMCC.
ODIAR MANAGEMENT S.A.,IRAN-EO13902,Marshall Islands,Organization Established Date 12 Jan 2021; Identification Number IMO 6208372; Business Registration Number 107484 (Marshall Islands); Linked To: BABYLON NAVIGATION DMCC.
TOPSAIL SHIPHOLDING INC.,IRAN-EO13902,Marshall Islands,Organization Established Date 28 Nov 2022; Identification Number IMO 6380987; Business Registration Number 117251 (Marshall Islands); Linked To: BABYLON NAVIGATION DMCC.
KEELY SHIPTRADE LIMITED,IRAN-EO13902,Marshall Islands,Organization Established Date 14 Nov 2023; Identification Number IMO 6458957; Business Registration Number 122823 (Marshall Islands); Linked To: BABYLON NAVIGATION DMCC.
PANAREA MARINE S.A.,IRAN-EO13902,Marshall Islands,Organization Established Date 19 Oct 2023; Identification Number IMO 6448125; Business Registration Number 122364 (Marshall Islands); Linked To: BABYLON NAVIGATION DMCC.
GALAXY OIL FZ LLC,IRAN-EO13902,United Arab Emirates,"Organization Established Date 17 May 2012; Registration Number 5007606 (United Arab Emirates); Economic Register Number (CBLS) 11391498 (United Arab Emirates); Linked To: AL-SAMARRA'I, Waleed Khaled Hameed."
SAM OIL COMPANY FOR TRADE AND OIL SERVICES LTD,SDGT,Yemen,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; License 125 (Yemen) issued 2015; alt. License 140 (Yemen) issued 2017; Linked To: ANSARALLAH."
SILM ROAD COMPANY FOR TRADING AND IMPORTING,SDGT,Yemen,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; Commercial Registry Number 201910151117 (Yemen); License 1851 (Yemen) issued 03 Aug 2019; Registration Number 2018010276 (Yemen); Linked To: AL SHARAFI, Zaid Ali Yahya."
OIL PRIMER COMPANY,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; Linked To: AL SHARAFI, Zaid Ali Yahya."
AZAL COMPANY,SDGT,Yemen,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; Registration Number 19/3218 (Yemen); Linked To: ANSARALLAH."
"AL FAQIH INTERNATIONAL TRADE, IMPORT, AND OIL SERVICES LIMITED",SDGT,Yemen,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; alt. Organization Type: Manufacture of plastics products; License 10 (Yemen) issued 2018; Linked To: ANSARALLAH."
ROYAL PLUS PETROLEUM DERIVATIVES IMPORT,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Wholesale of solid, liquid and gaseous fuels and related products; Linked To: ANSARALLAH."
SHAHID HEMMAT SPACE GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Type: Defense activities; Target Type Government Entity; a.k.a. 'SHSG'; Linked To: AEROSPACE INDUSTRIES ORGANIZATION.
OZARKA SHIPPING - FZCO,IRAN-EO13902,United Arab Emirates,Website www.ozarkashipping.com; Organization Established Date 30 Nov 2022; License 23531 (United Arab Emirates); Economic Register Number (CBLS) 11998147 (United Arab Emirates).
CHANGBAI GLORY SHIPPING LIMITED,IRAN-EO13902,Marshall Islands,Organization Established Date 03 Dec 2024; Registration Number 129094 (Marshall Islands).
MARANT SHIPPING AND TRADING S.A.,IRAN-EO13902,Marshall Islands,"Organization Established Date 04 May 2015; Identification Number IMO 6245207; Registration Number 76320 (Marshall Islands); Linked To: MARGARITIS, Antonios."
SQUARE TANKER MANAGEMENT LTD.,IRAN-EO13902,Marshall Islands,"Organization Established Date 25 Jan 2023; Registration Number 118136 (Marshall Islands); Linked To: MARGARITIS, Antonios."
COMFORD MANAGEMENT S.A.,IRAN-EO13902,Marshall Islands,"Organization Established Date 02 Mar 2022; Registration Number 113351 (Marshall Islands); Linked To: MARGARITIS, Antonios."
UNITED CHARTERING S.A.,IRAN-EO13902,Marshall Islands,"Organization Established Date 16 Mar 2022; Registration Number 113582 (Marshall Islands); Linked To: MARGARITIS, Antonios."
CRISTOBAL MARINE CORP.,IRAN-EO13902,Marshall Islands,Organization Established Date 18 Dec 2017; Identification Number IMO 6027727; Registration Number 94485 (Marshall Islands); Linked To: ROSE SHIPPING LIMITED.
"YANGSHAN SHENGANG INTERNATIONAL PETROLEUM STORAGE AND TRANSPORTATION CO., LTD",IRAN-EO13846,China,Executive Order 13846 information: BLOCKING PROPERTY AND INTERESTS IN PROPERTY.  Sec. 5(a)(iv); Organization Established Date 10 Mar 2025; Unified Social Credit Code (USCC) 91330900771920331L (China).
BEH JOULE PARS COMMERCIAL ENGINEERING COMPANY,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 17 Nov 2009; National ID No. 10104097189 (Iran); Registration Number 364251 (Iran); Linked To: AEROSPACE INDUSTRIES ORGANIZATION.
TAMIN SANAT AMEN COMPANY,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 23 Oct 2014; National ID No. 14004486100 (Iran); Registration Number 52967 (Iran); Linked To: BEH JOULE PARS COMMERCIAL ENGINEERING COMPANY.
GENERAL HOLDING CORPORATION FOR REAL ESTATE DEVELOPMENT AND INVESTMENT,SDGT,,"Website www.shibamholding.com; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 04 Apr 2008; Organization Type: Activities of holding companies; Linked To: ANSARALLAH."
TAKTA FANAVARAN RASA COMPANY,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 17 Nov 2013; National ID No. 10260699110 (Iran); Registration Number 51286 (Iran); Linked To: BEH JOULE PARS COMMERCIAL ENGINEERING COMPANY.
ABZAR-E DAGHIGH-E TAHA COMPANY,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 05 Mar 2014; National ID No. 14003933075 (Iran); Registration Number 451094 (Iran); Linked To: SHAHID BAKERI INDUSTRIAL GROUP.
YEMEN ARMORED COMPREHENSIVE SECURITY SERVICES AND EXHIBITIONS ORGANIZATION COMPANY LTD,SDGT,,"Website www.yemenarmored.com; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 2013; Organization Type: Private security activities; Linked To: ANSARALLAH."
CARTEL DE SANTA ROSA DE LIMA,TCO,,Organization Established Date 2014; Target Type Criminal Organization; a.k.a. 'CSRL'.
KAMARAN INDUSTRY AND INVESTMENT COMPANY,SDGT,,"Website www.kamaran.com; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 1963; Organization Type: Wholesale of food, beverages and tobacco; Linked To: ANSARALLAH."
TYBA SHIP MANAGEMENT DMCC,SDGT,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 22 Mar 2022; alt. Organization Established Date 27 Dec 2021; Identification Number IMO 0023569; License DMCC-832923 (United Arab Emirates); Linked To: ANSARALLAH."
MT TEVEL INCORPORATED,SDGT,Marshall Islands,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 18 Sep 2024; Identification Number IMO 0112701; Business Registration Number 127967 (Marshall Islands); Linked To: ANSARALLAH."
STAR MM INC.,SDGT,Marshall Islands,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 18 Sep 2024; Identification Number IMO 0098825; Business Registration Number 127968 (Marshall Islands); Linked To: ANSARALLAH."
WESTCOM TECHNOLOGY CO LIMITED,NPWMD] [IFSR,China,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 17 Dec 2014; Unified Social Credit Code (USCC) 91110117318319919E (China); Linked To: KHAZRA COMMUNICATIONS TECHNOLOGY SOLUTIONS.
EXCELLENT BEIJING TECHNOLOGY DEVELOPMENT COMPANY LIMITED,NPWMD] [IFSR,China,"Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 24 Jan 2013; Unified Social Credit Code (USCC) 91110105059259703U (China); Linked To: PARSAJAM, Mohsen."
INNOVIA ELECTRONIC TECHNOLOGY CO LIMITED,NPWMD] [IFSR,Hong Kong,"Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 15 Nov 2017; Business Registration Number 68485731 (Hong Kong); Linked To: LIU, Baoxia."
LONGSTONE TECHNOLOGY CO LIMITED,NPWMD] [IFSR,Hong Kong,"Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 15 Nov 2017; Business Registration Number 68485587 (Hong Kong); Linked To: LIU, Baojuan."
MICRO DEVICE CO LIMITED,NPWMD] [IFSR,Hong Kong,"Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 29 Dec 2023; Business Registration Number 76070867 (Hong Kong); Linked To: HOU, Xueyuan."
HEBEI SENNING AUTOMATED EQUIPMENT CO LTD,NPWMD] [IFSR,China,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 17 May 2019; Unified Social Credit Code (USCC) 91131082MA0DJYYW35 (China); a.k.a. 'SUNNY INTERNATIONAL CO LTD'; Linked To: RAYAN FAN KAV ANDISH CO.
AL HAQ - LAW IN THE SERVICE OF MANKIND,ICC-EO14203,,Organization Established Date 1979; Target Type Charity or Nonprofit Organization.
AL MEZAN CENTER FOR HUMAN RIGHTS,ICC-EO14203,,Organization Established Date 1999; Target Type Charity or Nonprofit Organization.
PALESTINIAN CENTRE FOR HUMAN RIGHTS,ICC-EO14203,,Organization Established Date 1995; Target Type Charity or Nonprofit Organization.
BARRIO 18,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Transnational Terrorist Group; a.k.a. 'CALLE 18'; a.k.a. 'SURENOS'; a.k.a. 'THE REVOLUTIONARIES'."
AL-BARAA BIN MALIK BRIGADE,FTO] [SDGT] [SUDAN-EO14098,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 07 Jan 2020; Target Type Armed Group; Linked To: SUDANESE MUSLIM BROTHERHOOD."
KHAZRA COMMUNICATIONS TECHNOLOGY SOLUTIONS,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10103966853 (Iran); Registration Number 349085 (Iran); Linked To: SHIRAZ ELECTRONICS INDUSTRIES.
ROCKET PCB SOLUTION LTD,NPWMD] [IFSR,China,Website www.rocket-pcb.com; Additional Sanctions Information - Subject to Secondary Sanctions; Unified Social Credit Code (USCC) 91441900595831304L (China); Linked To: KHAZRA COMMUNICATIONS TECHNOLOGY SOLUTIONS.
UIY INC,NPWMD] [IFSR,China,Website www.uiy.com; Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 10 Apr 2003; Unified Social Credit Code (USCC) 914403007488681764 (China); Linked To: KHAZRA COMMUNICATIONS TECHNOLOGY SOLUTIONS.
KS INTERNATIONAL TRADERS,ILLICIT-DRUGS-EO14059,India,"Website www.ksinternationalpharmacy.com; Organization Established Date 27 Dec 2022; Tax ID No. 27AAZFK8713F2ZQ (India); a.k.a. 'KS PHARMACY'; Linked To: SHAIKH, Khizar Mohammad Iqbal."
EVEREST INVESTMENT L.L.C,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 05 Feb 2020; Business Registration Number 876811 (United Arab Emirates); Economic Register Number (CBLS) 11497006 (United Arab Emirates); Linked To: DERAKHSHAN, Alireza."
ALLIANCE FIRST TRADING L.L.C,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 09 May 2023; Business Registration Number 1184152 (United Arab Emirates); Economic Register Number (CBLS) 12059611 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
MINATO INVESTMENT L.L.C,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 17 Oct 2021; Business Registration Number 993664 (United Arab Emirates); Economic Register Number (CBLS) 11766747 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
ALPA HONG KONG LIMITED,SDGT] [IFSR,Hong Kong,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 22 Sep 2023; Company Number 3321489 (Hong Kong); Business Registration Number 75743885 (Hong Kong); Linked To: DERAKHSHAN, Alireza."
ALPA TRADING - FZCO,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 11 Mar 2021; Registration Number 6478 (United Arab Emirates); Economic Register Number (CBLS) 11701069 (United Arab Emirates); Linked To: JALALIAN, Ramin."
RAYMING TECHNOLOGY,NPWMD] [IFSR,China,"Website www.raypcb.com; Additional Sanctions Information - Subject to Secondary Sanctions; Business Registration Number 52543426 (Hong Kong); Unified Social Credit Code (USCC) 91440300595655179U (China); Linked To: DEHGHAN FARSI, Mohamadreza."
ALPA INVESTMENT L.L.C,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 02 Feb 2023; Registration Number 1147560 (United Arab Emirates); Economic Register Number (CBLS) 12011695 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
HANGZHOU JIEPEI INFORMATION TECHNOLOGY CO LTD,NPWMD] [IFSR,China,"Website www.jiepei.com; Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 04 Jan 2015; Unified Social Credit Code (USCC) 91330103328163604H (China); Linked To: DEHGHAN FARSI, Mohamadreza."
SOUTHERN HERITAGE LIMITED,TCO,,"Company Number 2035209 (Virgin Islands, British); Linked To: CHEN, Zhi."
AUSPICIOUS TYCOON LIMITED,TCO,,"Company Number 1984330 (Virgin Islands, British); Linked To: CHEN, Zhi."
DELIGHTFUL THRIVE LIMITED,TCO,,"Company Number 1992053 (Virgin Islands, British); Linked To: CHEN, Zhi."
EVEN SINCERITY LIMITED,TCO,,"Company Number 1970592 (Virgin Islands, British); Linked To: CHEN, Zhi."
FULAM INVESTMENT LIMITED,TCO,,"Company Number 1542112 (Virgin Islands, British); Linked To: CHEN, Zhi."
GIANT VICTORY HOLDINGS LIMITED,TCO,,"Company Number 1930566 (Virgin Islands, British); Linked To: CHEN, Zhi."
GOLDEN ASCEND INTERNATIONAL LIMITED,TCO,,"Company Number 1976645 (Virgin Islands, British); Linked To: CHEN, Zhi."
GOLDEN ASCEND HK LIMITED,TCO,Hong Kong,"Company Number 2713133 (Hong Kong); Linked To: CHEN, Zhi."
HARMONIC STATE LIMITED,TCO,,"Company Number 2030628 (Virgin Islands, British); Linked To: CHEN, Zhi."
JUMBO HIGH LIMITED,TCO,,"Company Number 1984889 (Virgin Islands, British); Linked To: CHEN, Zhi."
NOBLE TITLE LIMITED,TCO,,"Company Number 1925678 (Virgin Islands, British); Linked To: CHEN, Zhi."
ORIENTAL CHARM HOLDINGS INVESTMENT LIMITED,TCO,,"Company Number 1977528 (Virgin Islands, British); Linked To: CHEN, Zhi."
PAUL AD SONS TRADING FZE,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 20 Sep 2022; Registration Number 23371 (United Arab Emirates); Economic Register Number (CBLS) 11941370 (United Arab Emirates); a.k.a. 'PAUL AD SONS FZCO'; Linked To: ISLAMIC REVOLUTIONARY GUARD CORPS (IRGC)-QODS FORCE."
UNIQUE STATION TRADING,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 16 Oct 2019; Registration Number 858775 (United Arab Emirates); Economic Register Number (CBLS) 11427320 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
MINATO GOODS WHOLESALERS,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 01 Sep 2020; Registration Number 902992 (United Arab Emirates); Economic Register Number (CBLS) 11540152 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
MINATO COMMERCIAL BROKERS,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 27 Jul 2021; Registration Number 970119 (United Arab Emirates); Economic Register Number (CBLS) 11710043 (United Arab Emirates); Linked To: ALPA TRADING - FZCO."
POWELL RAW MATERIALS TRADING L.L.C,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 01 Feb 2021; Registration Number 930153 (United Arab Emirates); Economic Register Number (CBLS) 11622520 (United Arab Emirates); Linked To: JALALIAN, Ramin."
POWELL INTERNATIONAL FZE,SDGT] [IFSR,United Arab Emirates,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Established Date 16 Sep 2018; Registration Number 17271 (United Arab Emirates); Economic Register Number (CBLS) 11580964 (United Arab Emirates); Linked To: JALALIAN, Ramin."
TRANS ASIA INTERNATIONAL HOLDING GROUP THAILAND COMPANY LIMITED,BURMA-EO14014] [CYBER4,Thailand,Organization Established Date 24 Feb 2020; Organization Type: Non-specialized wholesale trade; Registration Number 0635563000201 (Thailand).
TROTH STAR COMPANY LIMITED,BURMA-EO14014] [CYBER4,Burma,Organization Established Date 2022; Organization Type: Construction of buildings; Registration Number 132583269 (Burma); a.k.a. 'TRUST STAR COMPANY LIMITED'.
DEMOCRATIC KAREN BENEVOLENT ARMY,BURMA-EO14014] [CYBER4,,Organization Established Date 08 Nov 2010; Target Type Armed Group; a.k.a. 'DKBA'; a.k.a. 'DKBA 5'; a.k.a. 'KKO'.
PASARGAD HELICOPTER COMPANY,NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 06 May 2017; National ID No. 14006750018 (Iran); Registration Number 13360 (Iran); a.k.a. 'PHC'; Linked To: IRAN HELICOPTER SUPPORT AND RENEWAL COMPANY.
STAR MANAGEMENT GROUP GMBH,NPWMD] [IFSR,Germany,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 21 Aug 2017; V.A.T. Number DE314040843 (Germany); Registration Number 45130B28433 (Germany); Linked To: PASARGAD HELICOPTER COMPANY.
CABUK CALISAN TASIMACILIK VE ENDUSTRI MAKINELERI TICARET LIMITED SIRKETI,NPWMD] [IFSR,Turkey,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 29 Sep 2021; Chamber of Commerce Number 1321028 (Turkey); Registration Number 330757-5 (Turkey); Linked To: PASARGAD HELICOPTER COMPANY.
PACIFIC CHARM HOLDINGS INVESTMENT LIMITED,TCO,,"Company Number 1977603 (Virgin Islands, British); Linked To: CHEN, Zhi."
PRINCE GLOBAL GROUP LIMITED,TCO,,"Company Number 1988522 (Virgin Islands, British); Linked To: CHEN, Zhi."
PRINCE GROUP HOLDINGS LIMITED,TCO,Hong Kong,"Company Number 2673683 (Hong Kong); Linked To: CHEN, Zhi."
BUSINESS UNITED UNIPESSOAL LDA,NPWMD] [IFSR,Portugal,Website https://unitedbusiness.pt; Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 26 Sep 2018; Organization Type: Non-specialized wholesale trade; V.A.T. Number 515091669 (Portugal); Legal Entity Number 894500IRS5HCYE71QL11; a.k.a. 'BUSINESS UNITED LLC'; Linked To: PASARGAD HELICOPTER COMPANY.
PERFECT DAY CO SA,NPWMD] [IFSR,Uruguay,Additional Sanctions Information - Subject to Secondary Sanctions; Organization Established Date 25 Nov 2014; Tax ID No. 217537690015 (Uruguay); a.k.a. 'EPV INTERNATIONAL'; Linked To: PASARGAD HELICOPTER COMPANY.
PRINCE GLOBAL HOLDINGS LIMITED,TCO,,"Company Number 1988528 (Virgin Islands, British); Linked To: CHEN, Zhi."
